"","X","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"327",841,"hamiljo03",2009,"327","127","Aug 28, 2009","TEX","@","MIN","L,2-3","CG","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.27,".319",".411",".730","3","1.36",-0.109,-0.76,"CF",-0.003
"328",852,"hamiljo03",2009,"328","128","Aug 29, 2009","TEX","@","MIN","W,3-0","CG","4","4","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0.269,".318",".412",".731","3",".79",0.053,0.4,"RF",-0.001
"329",862,"hamiljo03",2009,"329","129","Aug 30, 2009","TEX","@","MIN","L,3-5","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.266,".315",".407",".722","3","1.18",-0.121,-1.07,"RF",-0.003
"330",871,"hamiljo03",2009,"330","130","Aug 31, 2009","TEX","H","TOR","L,10-18","CG","5","5","1","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.268,".316",".407",".723","3",".77",0.056,0.51,"RF",0.002
"331",892,"hamiljo03",2009,"331","131","Sep 1, 2009","TEX","H","TOR","W,5-2","CG","4","3","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.266,".315",".403",".718","3",".93",-0.042,-0.5,"CF",-0.002
"332",902,"hamiljo03",2009,"332","132","Sep 1, 2009","TEX","H","TOR","W,5-2","CG","4","4","2","2","0","0","2","3","0","0","0","0","0","0","0","0","0","0",0.269,".317",".423",".740","3",".78",0.164,1.76,"CF",0.003
"333",913,"hamiljo03",2009,"333","133","Sep 2, 2009","TEX","H","TOR","W,6-4","GS-5","2","2","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.27,".318",".426",".745","4","1.05",0.047,0.37,"CF",0.001
"334",922,"hamiljo03",2009,"334","153 (19)","Sep 25, 2009","TEX","H","TBR","W,8-3","CG","4","4","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0",0.267,".315",".421",".736","3",".99",-0.032,-0.52,"DH",-0.003
"335",932,"hamiljo03",2009,"335","154","Sep 26, 2009","TEX","H","TBR","W,15-3","CG","6","6","0","2","2","0","0","4","0","0","2","0","0","0","0","0","0","0",0.268,".315",".426",".741","3","1.19",-0.172,1.68,"DH",0.001
"336",165,"hamiljo03",2010,"336","1","Apr 5, 2010","TEX","H","TOR","W,5-4","CG","4","3","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0,".250",".000",".250","3","1.69",-0.176,-0.62,"LF",NA
"337",213,"hamiljo03",2010,"337","2","Apr 7, 2010","TEX","H","TOR","L,4-7","CG","4","4","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0",0,".125",".000",".125","3","1.20",-0.124,-0.93,"LF",0
"338",314,"hamiljo03",2010,"338","3","Apr 8, 2010","TEX","H","TOR","L,1-3","7-GF","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0,".200",".000",".200","8","1.12",-0.04,-0.25,"PH LF",0
"339",414,"hamiljo03",2010,"339","4","Apr 9, 2010","TEX","H","SEA","W,6-2","CG","4","3","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0",0.091,".286",".182",".468","3",".65",0.013,1.15,"LF",0.091
"340",514,"hamiljo03",2010,"340","5","Apr 10, 2010","TEX","H","SEA","L,3-4","CG","4","2","0","1","0","1","0","0","2","0","1","0","0","0","0","0","0","0",0.154,".389",".385",".774","3",".71",0.126,1.29,"LF",0.063
"341",614,"hamiljo03",2010,"341","6","Apr 11, 2010","TEX","H","SEA","W,9-2","CG","5","4","1","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0",0.235,".435",".529",".964","3",".53",0.073,0.87,"CF",0.081
"342",714,"hamiljo03",2010,"342","7","Apr 12, 2010","TEX","@","CLE","W,4-2","CG(10)","5","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.227,".393",".455",".847","3","1.65",0.02,-0.31,"LF CF",-0.00799999999999998
"343",814,"hamiljo03",2010,"343","8","Apr 14, 2010","TEX","@","CLE","W,6-2","CG","5","4","0","3","1","0","0","1","1","0","0","0","0","0","0","0","0","1",0.308,".455",".538",".993","3",".62",0.112,1.32,"LF",0.081
"344",914,"hamiljo03",2010,"344","9","Apr 15, 2010","TEX","@","CLE","L,2-3","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.267,".405",".467",".872","3","1.45",-0.107,-0.81,"CF",-0.041
"345",1011,"hamiljo03",2010,"345","10","Apr 16, 2010","TEX","@","NYY","L,1-5","CG(6)","3","3","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.273,".400",".485",".885","3","1.16",0.023,0.33,"LF",0.00600000000000001
"346",1112,"hamiljo03",2010,"346","11","Apr 17, 2010","TEX","@","NYY","L,3-7","CG","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.243,".364",".432",".796","3",".46",-0.046,-1.17,"LF",-0.03
"347",1212,"hamiljo03",2010,"347","12","Apr 18, 2010","TEX","@","NYY","L,2-5","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.22,".333",".390",".724","3","1.05",-0.104,-1.07,"CF",-0.023
"348",1312,"hamiljo03",2010,"348","13","Apr 20, 2010","TEX","@","BOS","L,6-7","CG","5","3","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0",0.205,".340",".364",".703","3",".71",-0.01,-0.99,"LF",-0.015
"349",1412,"hamiljo03",2010,"349","14","Apr 21, 2010","TEX","@","BOS","L,7-8","CG(12)","5","4","2","3","0","0","1","4","1","0","0","0","0","0","0","0","0","0",0.25,".379",".458",".838","3","1.41",0.426,3.48,"LF",0.045
"350",1512,"hamiljo03",2010,"350","15","Apr 22, 2010","TEX","@","BOS","W,3-0","CG","4","4","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.25,".371",".462",".833","3",".88",0.047,-0.32,"LF",0
"351",166,"hamiljo03",2010,"351","16","Apr 23, 2010","TEX","H","DET","W,5-4","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.232,".348",".429",".777","3",".77",-0.081,-1.26,"LF",-0.018
"352",173,"hamiljo03",2010,"352","17","Apr 24, 2010","TEX","H","DET","L,4-8","CG","5","5","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.23,".338",".410",".748","3",".68",-0.031,-1.05,"LF",-0.002
"353",183,"hamiljo03",2010,"353","19 (1)","Apr 26, 2010","TEX","H","DET","L,6-8","CG","5","5","2","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.242,".342",".455",".797","3","1.28",-0.081,0.09,"LF",0.012
"354",192,"hamiljo03",2010,"354","20","Apr 27, 2010","TEX","H","CHW","W,4-2","CG","4","4","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.257,".350",".471",".821","3",".76",0.047,0.37,"LF",0.015
"355",203,"hamiljo03",2010,"355","21","Apr 28, 2010","TEX","H","CHW","W,6-5","CG","5","5","1","1","0","0","1","2","0","0","2","0","0","0","0","0","0","0",0.253,".341",".493",".835","3",".47",0.116,0.37,"LF",-0.004
"356",214,"hamiljo03",2010,"356","22","Apr 29, 2010","TEX","H","CHW","L,5-7","CG","4","4","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0.278,".360",".519",".879","3",".98",0.075,1.19,"LF",0.025
"357",223,"hamiljo03",2010,"357","23","Apr 30, 2010","TEX","@","SEA","W,2-0","CG(12)","5","4","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0",0.265,".351",".494",".845","3","1.06",-0.102,-0.26,"LF",-0.013
"358",243,"hamiljo03",2010,"358","24","May 1, 2010","TEX","@","SEA","W,6-3","CG","5","5","1","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.273,".354",".523",".876","3",".65",0.074,0.62,"LF",0.00800000000000001
"359",253,"hamiljo03",2010,"359","25","May 2, 2010","TEX","@","SEA","W,3-1","CG(11)","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.269,".346",".505",".852","4",".97",-0.087,-0.37,"LF",-0.004
"360",263,"hamiljo03",2010,"360","26","May 3, 2010","TEX","@","OAK","W,4-2","CG","4","4","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.278,".352",".505",".857","3",".89",0.042,0.99,"LF",0.00900000000000001
"361",273,"hamiljo03",2010,"361","27","May 4, 2010","TEX","@","OAK","L,6-7","CG","4","2","1","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0",0.283,".366",".505",".871","3","1.21",0.086,0.74,"LF",0.00499999999999995
"362",283,"hamiljo03",2010,"362","28","May 5, 2010","TEX","@","OAK","L,1-4","CG","4","4","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.282,".362",".495",".857","3","1.10",0.031,0.27,"LF",-0.001
"363",292,"hamiljo03",2010,"363","29","May 6, 2010","TEX","H","KCR","W,13-12","CG","5","5","4","3","1","0","1","3","0","0","1","0","0","0","0","0","0","0",0.296,".372",".537",".909","3","1.05",0.434,2.53,"LF",0.014
"364",303,"hamiljo03",2010,"364","30","May 7, 2010","TEX","H","KCR","W,4-1","CG","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",0.288,".368",".523",".891","3",".60",-0.016,-0.16,"LF",-0.00800000000000001
"365",315,"hamiljo03",2010,"365","31","May 8, 2010","TEX","H","KCR","W,3-2","CG","4","4","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.287,".364",".513",".877","3","1.22",0.048,0.17,"LF",-0.001
"366",323,"hamiljo03",2010,"366","32","May 9, 2010","TEX","H","KCR","W,6-4","CG","4","4","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0",0.277,".353",".496",".849","3","1.83",-0.124,-1.25,"LF",-0.00999999999999995
"367",333,"hamiljo03",2010,"367","33","May 11, 2010","TEX","H","OAK","L,6-7","CG(13)","6","6","1","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0",0.272,".345",".504",".849","3","1.97",0.308,0.31,"LF",-0.005
"368",343,"hamiljo03",2010,"368","34","May 12, 2010","TEX","H","OAK","W,10-1","CG","5","5","2","3","0","0","1","2","0","0","0","0","0","0","0","0","0","0",0.285,".354",".531",".885","3",".52",0.051,1.52,"CF LF",0.013
"369",353,"hamiljo03",2010,"369","35","May 13, 2010","TEX","H","OAK","W,2-1","CG(12)","6","6","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.287,".353",".522",".875","3","1.78",-0.113,-0.75,"LF",0.002
"370",363,"hamiljo03",2010,"370","36","May 14, 2010","TEX","@","TOR","L,10-16","GS-8","5","5","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.284,".348",".511",".859","3","1.05",-0.012,-0.84,"LF CF",-0.003
"371",372,"hamiljo03",2010,"371","37","May 15, 2010","TEX","@","TOR","L,0-6","CG","4","4","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0",0.276,".340",".497",".836","3",".57",-0.062,-0.66,"CF",-0.00799999999999995
"372",383,"hamiljo03",2010,"372","38","May 16, 2010","TEX","@","TOR","L,2-5","CG","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.268,".331",".483",".815","3",".87",-0.107,-1.17,"DH",-0.00800000000000001
"373",392,"hamiljo03",2010,"373","40 (1)","May 18, 2010","TEX","H","LAA","W,8-7","CG","4","4","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.275,".335",".490",".826","5","1.24",0.087,0.59,"LF",0.00700000000000001
"374",403,"hamiljo03",2010,"374","41","May 19, 2010","TEX","H","BAL","W,4-3","CG","5","4","1","2","1","0","1","1","1","0","0","0","0","0","0","0","0","0",0.28,".343",".516",".859","5","1.86",0.213,1.52,"LF CF",0.005
"375",415,"hamiljo03",2010,"375","42","May 20, 2010","TEX","H","BAL","W,13-7","CG","5","5","1","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.284,".345",".512",".857","5",".53",0.012,1.05,"CF",0.00399999999999995
"376",423,"hamiljo03",2010,"376","43","May 21, 2010","TEX","H","CHC","W,2-1","CG","4","3","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0",0.285,".344",".515",".860","5","1.07",-0.053,-0.49,"CF",0.001
"377",433,"hamiljo03",2010,"377","44","May 22, 2010","TEX","H","CHC","L,4-5","CG(10)","4","4","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.29,".348",".521",".869","5","1.25",0.14,0.75,"LF",0.005
"378",443,"hamiljo03",2010,"378","45","May 23, 2010","TEX","H","CHC","L,4-5","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.289,".346",".514",".860","5","2.18",-0.16,-1.1,"LF CF",-0.001
"379",453,"hamiljo03",2010,"379","46","May 25, 2010","TEX","@","KCR","W,8-7","CG","5","4","1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0",0.288,".347",".525",".873","5",".54",0.111,0.8,"LF CF",-0.001
"380",463,"hamiljo03",2010,"380","47","May 26, 2010","TEX","@","KCR","L,2-5","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.287,".345",".519",".865","5",".72",0.02,-0.04,"LF",-0.001
"381",473,"hamiljo03",2010,"381","48","May 28, 2010","TEX","@","MIN","L,1-2","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.286,".343",".514",".857","5","1.76",0.004,0.01,"LF CF",-0.001
"382",483,"hamiljo03",2010,"382","49","May 29, 2010","TEX","@","MIN","L,3-8","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.286,".341",".508",".849","5",".69",-0.027,-0.31,"LF",0
"383",493,"hamiljo03",2010,"383","50","May 30, 2010","TEX","@","MIN","L,3-6","CG","4","3","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0",0.281,".335",".500",".835","5","1.04",-0.09,-0.81,"LF",-0.00499999999999995
"384",515,"hamiljo03",2010,"384","51","Jun 1, 2010","TEX","@","CHW","W,9-6","CG","5","5","1","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.289,".341",".508",".849","5","1.28",0.028,0.65,"LF",0.00799999999999995
"385",523,"hamiljo03",2010,"385","52","Jun 2, 2010","TEX","@","CHW","W,9-5","CG","5","5","2","3","0","0","0","2","0","0","2","0","0","0","0","0","0","0",0.297,".347",".510",".857","4",".55",0.126,1.51,"LF",0.00800000000000001
"386",533,"hamiljo03",2010,"386","53","Jun 3, 2010","TEX","@","CHW","L,3-4","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.291,".341",".500",".841","4","1.47",-0.161,-1.25,"DH",-0.00600000000000001
"387",543,"hamiljo03",2010,"387","54","Jun 4, 2010","TEX","H","TBR","W,9-6","CG","4","4","2","3","2","0","1","1","0","0","1","0","0","0","0","0","0","0",0.3,".348",".529",".877","5",".49",0.146,1.4,"LF",0.00900000000000001
"388",553,"hamiljo03",2010,"388","55","Jun 5, 2010","TEX","H","TBR","W,6-1","GS-9","4","4","1","1","0","0","1","2","0","0","1","0","0","0","0","0","0","0",0.299,".346",".537",".884","5",".49",0.122,1.16,"LF",-0.001
"389",563,"hamiljo03",2010,"389","56","Jun 6, 2010","TEX","H","TBR","L,5-9","6-GF","2","2","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.301,".348",".537",".885","8","1.52",0.131,0.81,"PH LF",0.002
"390",573,"hamiljo03",2010,"390","57","Jun 7, 2010","TEX","H","SEA","L,2-4","CG","4","4","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.3,".346",".532",".878","5","1.02",-0.005,0.11,"CF",-0.001
"391",581,"hamiljo03",2010,"391","58","Jun 8, 2010","TEX","H","SEA","W,7-1","CG","4","3","1","1","1","0","0","2","0","0","0","1","0","0","0","0","0","0",0.3,".349",".534",".882","5",".73",0.173,1.61,"LF",0
"392",593,"hamiljo03",2010,"392","59","Jun 9, 2010","TEX","H","SEA","W,12-2","GS-8","4","4","1","2","0","0","1","3","0","0","1","0","0","0","0","0","0","0",0.304,".351",".546",".897","5",".49",0.054,2.35,"LF",0.004
"393",603,"hamiljo03",2010,"393","60","Jun 10, 2010","TEX","H","SEA","W,12-3","GS-8","4","4","2","2","0","0","1","3","0","0","1","0","0","0","0","0","0","0",0.307,".353",".558",".912","5",".58",0.128,1.95,"LF",0.003
"394",615,"hamiljo03",2010,"394","61","Jun 11, 2010","TEX","@","MIL","L,2-6","CG","4","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.308,".356",".556",".911","5",".62",0.05,0.18,"LF",0.001
"395",623,"hamiljo03",2010,"395","62","Jun 12, 2010","TEX","@","MIL","W,4-3","CG","5","5","1","1","0","0","1","1","0","0","3","0","0","0","0","0","0","0",0.305,".353",".561",".913","4",".66",-0.018,-1.07,"LF",-0.003
"396",632,"hamiljo03",2010,"396","63","Jun 13, 2010","TEX","@","MIL","W,7-2","CG","5","4","2","2","1","0","1","3","1","0","0","0","0","0","0","0","0","0",0.309,".357",".576",".934","5","1.02",0.369,2.73,"LF",0.004
"397",643,"hamiljo03",2010,"397","64","Jun 15, 2010","TEX","@","FLA","W,3-2","CG","4","3","1","2","0","0","0","1","1","0","0","0","0","0","1","0","1","0",0.313,".363",".577",".941","5","2.12",0.338,2.07,"LF",0.004
"398",653,"hamiljo03",2010,"398","65","Jun 16, 2010","TEX","@","FLA","W,6-3","CG","5","5","1","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.323,".371",".594",".965","4",".81",0.055,1.33,"LF",0.01
"399",663,"hamiljo03",2010,"399","66","Jun 17, 2010","TEX","@","FLA","W,6-4","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0",0.322,".370",".588",".958","5",".74",-0.052,-0.26,"LF CF",-0.001
"400",673,"hamiljo03",2010,"400","67","Jun 18, 2010","TEX","@","HOU","W,9-3","CG","5","5","2","3","0","1","0","2","0","0","1","0","0","0","0","0","0","0",0.327,".374",".596",".970","5",".76",0.142,1.85,"LF",0.005
"401",682,"hamiljo03",2010,"401","68","Jun 19, 2010","TEX","@","HOU","W,5-1","CG","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.326,".372",".591",".963","4",".63",-0.04,-0.48,"LF",-0.001
"402",693,"hamiljo03",2010,"402","69","Jun 20, 2010","TEX","@","HOU","W,5-4","CG(10)","6","6","1","5","1","0","0","2","0","0","1","0","0","0","0","0","0","0",0.337,".381",".600",".981","5","2.58",0.672,2.2,"LF",0.011
"403",703,"hamiljo03",2010,"403","70","Jun 22, 2010","TEX","H","PIT","W,6-3","CG","4","4","2","2","1","0","1","1","0","0","1","0","0","0","0","0","0","0",0.339,".383",".613",".996","5",".79",0.184,1.36,"LF",0.002
"404",715,"hamiljo03",2010,"404","72 (1)","Jun 24, 2010","TEX","H","PIT","W,6-5","CG","4","4","1","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0",0.345,".388",".622","1.010","5","1.34",0.242,2.64,"LF",0.00599999999999995
"405",723,"hamiljo03",2010,"405","73","Jun 25, 2010","TEX","H","HOU","L,4-7","CG","5","5","0","3","0","0","0","1","0","0","1","0","0","0","1","0","0","0",0.35,".391",".622","1.013","5","1.46",0.323,2.58,"LF",0.005
"406",733,"hamiljo03",2010,"406","74","Jun 26, 2010","TEX","H","HOU","W,7-2","CG","5","4","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.348,".392",".617","1.008","5",".50",0.011,0.19,"CF",-0.002
"407",743,"hamiljo03",2010,"407","75","Jun 27, 2010","TEX","H","HOU","W,10-1","CG","5","5","1","1","0","0","1","3","0","0","1","0","0","0","1","0","0","0",0.346,".389",".620","1.008","5",".46",0.173,1.63,"LF",-0.002
"408",753,"hamiljo03",2010,"408","76","Jun 29, 2010","TEX","@","LAA","L,5-6","CG","5","5","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.343,".386",".613",".998","5","1.41",-0.032,-0.21,"LF",-0.00299999999999995
"409",763,"hamiljo03",2010,"409","77","Jun 30, 2010","TEX","@","LAA","W,6-4","CG","4","3","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0",0.343,".387",".613","1.000","5","1.12",-0.017,0.21,"LF",0
"410",783,"hamiljo03",2010,"410","78","Jul 1, 2010","TEX","@","LAA","L,1-2","CG","4","3","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0",0.34,".385",".607",".993","5","2.49",-0.037,-0.36,"CF",-0.003
"411",793,"hamiljo03",2010,"411","79","Jul 2, 2010","TEX","H","CHW","L,3-5","CG","4","3","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0",0.34,".387",".614","1.001","5","1.36",0.046,0.7,"LF",0
"412",803,"hamiljo03",2010,"412","80","Jul 3, 2010","TEX","H","CHW","W,3-1","CG","3","3","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.34,".386",".612",".998","5",".75",-0.029,-0.54,"LF",0
"413",815,"hamiljo03",2010,"413","81","Jul 4, 2010","TEX","H","CHW","L,3-5","CG","4","4","1","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0",0.339,".385",".617","1.001","5","1.47",0.117,1.05,"LF",-0.001
"414",823,"hamiljo03",2010,"414","82","Jul 5, 2010","TEX","H","CLE","L,3-9","CG","5","5","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.34,".385",".613",".998","5","1.00",-0.048,-0.35,"LF",0.001
"415",833,"hamiljo03",2010,"415","83","Jul 6, 2010","TEX","H","CLE","W,12-1","GS-8","4","4","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.342,".386",".621","1.007","5",".87",0.187,1.53,"LF",0.002
"416",842,"hamiljo03",2010,"416","84","Jul 7, 2010","TEX","H","CLE","W,4-3","CG","4","4","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0",0.34,".385",".617","1.001","4","1.15",0.026,0.55,"DH",-0.002
"417",853,"hamiljo03",2010,"417","85","Jul 8, 2010","TEX","H","BAL","L,4-6","CG","5","4","2","3","2","0","1","1","1","0","0","0","0","0","0","0","0","0",0.345,".390",".633","1.024","5","1.09",0.135,2.79,"LF",0.00499999999999995
"418",863,"hamiljo03",2010,"418","86","Jul 9, 2010","TEX","H","BAL","L,6-7","CG(10)","5","5","0","3","0","0","0","0","0","0","1","0","0","0","0","0","1","0",0.349,".393",".633","1.026","5",".97",0.042,0.21,"CF",0.004
"419",872,"hamiljo03",2010,"419","87","Jul 10, 2010","TEX","H","BAL","L,1-6","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.345,".389",".625","1.014","5",".57",-0.06,-1.13,"LF",-0.004
"420",882,"hamiljo03",2010,"420","88","Jul 11, 2010","TEX","H","BAL","L,1-4","7-GF","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.346,".390",".625","1.014","9","1.69",0.035,0.08,"PH CF",0.001
