"","X","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"215",129,"hamiljo03",2008,"215","130","Aug 23, 2008","TEX","H","CLE","L,7-8","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.303,".368",".550",".918","3",".82",-0.09,-0.86,"CF",-0.002
"216",130,"hamiljo03",2008,"216","131","Aug 24, 2008","TEX","H","CLE","L,3-4","CG","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.3,".365",".544",".909","3","1.97",-0.242,-1.61,"CF",-0.003
"217",131,"hamiljo03",2008,"217","132","Aug 25, 2008","TEX","@","KCR","W,9-4","CG","5","5","2","2","0","0","0","1","0","0","3","0","0","0","0","0","0","0",0.301,".365",".543",".908","3",".86",0.042,1.2,"CF",0.001
"218",132,"hamiljo03",2008,"218","133","Aug 26, 2008","TEX","@","KCR","W,2-1","CG","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.298,".362",".538",".900","3","1.61",-0.13,-0.97,"CF",-0.003
"219",133,"hamiljo03",2008,"219","135 (1)","Aug 28, 2008","TEX","@","LAA","L,5-7","CG","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.298,".361",".536",".897","3",".50",0.012,-0.15,"CF",0
"220",134,"hamiljo03",2008,"220","136","Aug 29, 2008","TEX","@","LAA","L,1-3","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.295,".359",".531",".890","3","1.20",-0.104,-0.9,"CF",-0.003
"221",135,"hamiljo03",2008,"221","137","Aug 30, 2008","TEX","@","LAA","L,3-4","GS-5","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.295,".359",".530",".890","3",".66",-0.014,-0.11,"CF",0
"222",136,"hamiljo03",2008,"222","138","Aug 31, 2008","TEX","@","LAA","W,4-3","CG","5","5","1","1","0","0","1","1","0","0","2","0","0","0","0","0","0","0",0.294,".358",".533",".891","3","1.05",-0.045,-0.82,"CF",-0.001
"223",138,"hamiljo03",2008,"223","139","Sep 1, 2008","TEX","H","SEA","L,6-12","CG","5","5","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.295,".358",".537",".896","3",".97",0.083,0.88,"CF",0.001
"224",139,"hamiljo03",2008,"224","140","Sep 2, 2008","TEX","H","SEA","W,6-4","CG","4","4","0","3","0","0","0","3","0","0","1","0","0","0","0","0","0","0",0.298,".361",".539",".900","3",".65",0.07,0.62,"CF",0.003
"225",140,"hamiljo03",2008,"225","141","Sep 3, 2008","TEX","H","SEA","W,1-0","CG","4","4","0","3","1","0","0","0","0","0","0","0","0","0","0","0","1","0",0.301,".363",".542",".906","3",".85",0.109,1.37,"CF",0.003
"226",141,"hamiljo03",2008,"226","142","Sep 5, 2008","TEX","H","BOS","L,1-8","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.301,".363",".540",".903","3",".18",-0.005,-0.35,"CF",0
"227",142,"hamiljo03",2008,"227","143","Sep 6, 2008","TEX","H","BOS","W,15-8","CG","5","4","1","2","0","1","0","3","1","0","1","0","0","0","0","0","0","0",0.303,".365",".543",".908","4",".52",0.069,2.22,"CF",0.002
"228",143,"hamiljo03",2008,"228","144","Sep 7, 2008","TEX","H","BOS","L,2-7","CG","4","3","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.303,".365",".542",".908","4",".61",0.025,0.19,"CF",0
"229",144,"hamiljo03",2008,"229","145","Sep 9, 2008","TEX","@","SEA","W,7-3","CG","5","2","1","1","1","0","0","0","2","1","0","1","0","0","0","0","1","0",0.303,".369",".544",".913","3",".84",0.03,0.96,"CF",0
"230",145,"hamiljo03",2008,"230","146","Sep 10, 2008","TEX","@","SEA","L,7-8","CG","4","1","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","1",0.303,".371",".543",".914","4","1.75",0.044,0.18,"CF",0
"231",146,"hamiljo03",2008,"231","147","Sep 11, 2008","TEX","@","OAK","W,6-1","GS-8","4","4","0","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.306,".374",".546",".920","3",".42",0.004,0.28,"CF",0.003
"232",147,"hamiljo03",2008,"232","148","Sep 12, 2008","TEX","@","OAK","W,7-0","CG","5","5","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.305,".372",".545",".917","3",".29",0.029,-0.46,"CF",-0.001
"233",148,"hamiljo03",2008,"233","149","Sep 13, 2008","TEX","@","OAK","L,1-7","CG","4","4","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.306,".373",".545",".918","3",".36",0.026,0.56,"CF",0.001
"234",149,"hamiljo03",2008,"234","150","Sep 14, 2008","TEX","@","OAK","L,4-7","CG","5","5","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0",0.304,".370",".540",".910","3","1.50",-0.175,-1.45,"CF",-0.002
"235",150,"hamiljo03",2008,"235","151","Sep 15, 2008","TEX","H","DET","W,11-8","CG","5","4","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",0.302,".369",".536",".905","3","1.46",-0.168,-1.28,"CF",-0.002
"236",151,"hamiljo03",2008,"236","152","Sep 16, 2008","TEX","H","DET","W,5-4","CG","4","4","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.303,".370",".536",".906","3","1.42",0.159,0.72,"DH",0.001
"237",152,"hamiljo03",2008,"237","153","Sep 17, 2008","TEX","H","DET","L,4-17","GS-8","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.303,".370",".535",".904","3",".30",-0.024,-0.09,"DH",0
"238",153,"hamiljo03",2008,"238","154","Sep 19, 2008","TEX","H","LAA","L,13-15","CG","5","5","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.307,".373",".539",".912","3",".73",0.104,1.04,"CF",0.004
"239",154,"hamiljo03",2008,"239","155","Sep 20, 2008","TEX","H","LAA","L,3-7","CG","5","3","0","1","0","0","0","0","2","0","2","0","0","0","0","0","0","0",0.308,".374",".538",".912","3",".77",0.069,0.65,"CF",0.001
"240",155,"hamiljo03",2008,"240","156","Sep 21, 2008","TEX","H","LAA","L,3-7","GS-9","4","3","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.306,".374",".535",".909","3",".45",-0.015,-0.86,"CF",-0.002
"241",156,"hamiljo03",2008,"241","157","Sep 22, 2008","TEX","H","OAK","L,3-4","CG(11)","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.303,".371",".531",".902","3","1.82",-0.251,-1.99,"CF",-0.003
"242",157,"hamiljo03",2008,"242","158","Sep 23, 2008","TEX","H","OAK","W,6-4","CG","4","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.303,".370",".529",".899","3","1.21",-0.012,0.02,"CF",0
"243",158,"hamiljo03",2008,"243","159","Sep 24, 2008","TEX","H","OAK","W,14-4","GS-9","5","5","1","2","1","0","0","2","0","0","1","0","0","0","0","1","0","0",0.304,".370",".529",".900","3",".62",-0.061,0.46,"CF",0.001
"244",159,"hamiljo03",2008,"244","160","Sep 26, 2008","TEX","@","LAA","W,12-1","GS-8","5","4","2","3","0","0","1","2","0","0","0","1","0","0","0","1","0","0",0.307,".374",".536",".909","3",".33",0.112,1.82,"CF",0.003
"245",160,"hamiljo03",2008,"245","161","Sep 27, 2008","TEX","@","LAA","W,8-4","CG","5","5","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0",0.306,".372",".533",".905","3",".41",-0.01,0.92,"CF",-0.001
"246",161,"hamiljo03",2008,"246","162","Sep 28, 2008","TEX","@","LAA","L,0-7","GS-7","3","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.304,".371",".530",".901","3",".54",-0.042,-0.55,"CF",-0.002
"247",163,"hamiljo03",2009,"247","1","Apr 6, 2009","TEX","H","CLE","W,9-1","CG","5","5","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.4,".400",".400",".800","3",".27",-0.021,-0.23,"CF",NA
"248",211,"hamiljo03",2009,"248","2","Apr 8, 2009","TEX","H","CLE","W,8-5","CG","4","4","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0",0.333,".333",".556",".889","3",".61",-0.003,0.31,"CF",-0.067
"249",312,"hamiljo03",2009,"249","3","Apr 9, 2009","TEX","H","CLE","W,12-8","CG","5","2","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0",0.273,".357",".455",".812","3",".35",0.011,0.09,"CF",-0.06
"250",412,"hamiljo03",2009,"250","4","Apr 10, 2009","TEX","@","DET","L,2-15","CG","4","2","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0",0.308,".444",".462",".906","3",".30",0.022,0.59,"CF",0.035
"251",512,"hamiljo03",2009,"251","5","Apr 11, 2009","TEX","@","DET","L,3-4","CG","4","4","0","1","0","0","0","2","0","0","2","0","0","0","0","0","0","0",0.294,".409",".412",".821","3","2.12",0.106,0.82,"CF",-0.014
"252",612,"hamiljo03",2009,"252","6","Apr 12, 2009","TEX","@","DET","L,4-6","CG","4","4","1","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0",0.286,".385",".524",".908","3",".53",0.119,0.55,"CF",-0.00800000000000001
"253",712,"hamiljo03",2009,"253","7","Apr 13, 2009","TEX","H","BAL","L,9-10","CG","5","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.269,".355",".462",".816","3","1.57",-0.156,-0.81,"CF",-0.017
"254",812,"hamiljo03",2009,"254","8","Apr 14, 2009","TEX","H","BAL","L,5-7","CG(10)","5","5","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0.29,".361",".484",".845","3","2.14",-0.183,-0.96,"CF",0.021
"255",912,"hamiljo03",2009,"255","9","Apr 15, 2009","TEX","H","BAL","W,19-6","CG","6","6","1","2","0","0","0","1","0","0","3","0","0","0","0","0","1","0",0.297,".357",".459",".817","3",".64",-0.004,-1.03,"CF",0.00700000000000001
"256",1010,"hamiljo03",2009,"256","10","Apr 17, 2009","TEX","H","KCR","L,3-12","GS-8","3","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.275,".333",".425",".758","3","1.15",-0.095,-1.35,"CF",-0.022
"257",1111,"hamiljo03",2009,"257","11","Apr 18, 2009","TEX","H","KCR","L,0-2","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.25,".306",".386",".692","3","1.37",-0.144,-1.02,"CF",-0.025
"258",1211,"hamiljo03",2009,"258","12","Apr 19, 2009","TEX","H","KCR","W,6-5","CG","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.229,".283",".354",".637","3",".99",-0.124,-1.15,"CF",-0.021
"259",1311,"hamiljo03",2009,"259","13","Apr 21, 2009","TEX","@","TOR","W,5-4","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.231,".281",".346",".627","3",".85",-0.044,-0.19,"CF",0.002
"260",1411,"hamiljo03",2009,"260","14","Apr 22, 2009","TEX","@","TOR","L,7-8","9-9","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.226,".276",".340",".615","2","2.29",-0.063,0.14,"PH",-0.005
"261",1511,"hamiljo03",2009,"261","15","Apr 23, 2009","TEX","@","TOR","L,2-5","CG","4","4","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.246,".290",".404",".694","3",".95",0.125,1.03,"CF",0.02
"262",164,"hamiljo03",2009,"262","16","Apr 24, 2009","TEX","@","BAL","W,5-4","CG","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.226,".269",".371",".640","3",".82",-0.105,-0.92,"CF",-0.02
"263",172,"hamiljo03",2009,"263","17","Apr 25, 2009","TEX","@","BAL","W,6-5","GS-5","3","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.246,".286",".385",".670","3",".44",0.048,1.04,"CF",0.02
"264",182,"hamiljo03",2009,"264","18","Apr 26, 2009","TEX","@","BAL","L,5-8","8-8","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.242,".282",".379",".660","9","1.02",-0.026,-0.18,"PH",-0.004
"265",202,"hamiljo03",2009,"265","32 (13)","May 12, 2009","TEX","H","SEA","W,7-1","CG","5","5","1","1","0","0","1","2","0","0","2","0","0","0","0","1","0","0",0.239,".276",".408",".685","3","1.36",0.121,-0.68,"CF",-0.003
"266",212,"hamiljo03",2009,"266","33","May 13, 2009","TEX","H","SEA","W,6-5","CG(11)","6","3","3","1","0","0","1","2","3","0","2","0","0","0","0","0","0","0",0.243,".305",".446",".751","3","1.91",0.305,2.51,"CF",0.004
"267",222,"hamiljo03",2009,"267","34","May 14, 2009","TEX","H","SEA","W,3-2","CG","4","3","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.234,".302",".429",".731","3","1.05",-0.053,-0.22,"CF",-0.00899999999999998
"268",232,"hamiljo03",2009,"268","35","May 15, 2009","TEX","H","LAA","W,10-8","CG","5","5","2","2","0","1","1","3","0","0","1","0","0","0","0","0","0","0",0.244,".308",".488",".795","3",".42",0.095,1.79,"CF",0.00999999999999998
"269",242,"hamiljo03",2009,"269","36","May 16, 2009","TEX","H","LAA","W,5-3","CG","4","2","0","1","0","0","0","2","0","0","1","0","0","2","0","0","0","0",0.25,".305",".488",".793","3","1.23",0.049,0.38,"CF",0.00600000000000001
"270",252,"hamiljo03",2009,"270","37","May 17, 2009","TEX","H","LAA","W,3-0","GS-8","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.241,".296",".471",".767","3","1.46",-0.114,-0.98,"CF",-0.00900000000000001
"271",262,"hamiljo03",2009,"271","39 (1)","May 20, 2009","TEX","@","DET","L,3-5","9-GF","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.239,".293",".466",".759","9","1.02",-0.026,-0.18,"PH",-0.002
"272",272,"hamiljo03",2009,"272","41 (1)","May 22, 2009","TEX","@","HOU","W,6-5","CG(10)","5","5","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.237,".288",".452",".740","3",".98",-0.08,-0.89,"CF",-0.002
"273",282,"hamiljo03",2009,"273","42","May 23, 2009","TEX","@","HOU","W,6-3","CG","4","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.237,".287",".454",".741","3",".73",0.073,0.19,"CF",0
"274",291,"hamiljo03",2009,"274","43","May 24, 2009","TEX","@","HOU","W,5-0","CG","5","4","2","3","1","0","1","1","1","0","0","0","0","0","0","0","0","0",0.257,".310",".505",".815","3",".36",0.182,2.17,"CF",0.02
"275",302,"hamiljo03",2009,"275","44","May 25, 2009","TEX","H","NYY","L,1-11","GS-9","3","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.26,".310",".510",".820","3",".31",0.015,0.13,"CF",0.003
"276",313,"hamiljo03",2009,"276","45","May 26, 2009","TEX","H","NYY","W,7-3","CG","4","4","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.25,".300",".491",".791","3",".80",-0.044,-0.85,"DH",-0.01
"277",322,"hamiljo03",2009,"277","46","May 27, 2009","TEX","H","NYY","L,2-9","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.241,".290",".473",".764","3",".73",-0.075,-1.17,"CF",-0.00900000000000001
"278",332,"hamiljo03",2009,"278","47","May 29, 2009","TEX","H","OAK","W,6-3","CG","4","3","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.235,".289",".461",".750","3","1.15",-0.008,-0.23,"CF",-0.00600000000000001
"279",342,"hamiljo03",2009,"279","48","May 29, 2009","TEX","H","OAK","W,5-2","CG","4","4","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0",0.235,".288",".462",".750","3",".54",0.068,0.36,"CF",0
"280",352,"hamiljo03",2009,"280","49","May 30, 2009","TEX","H","OAK","W,14-1","CG","5","5","0","1","0","0","0","2","0","0","1","0","0","0","0","1","0","0",0.234,".285",".452",".736","3",".61",0.046,-0.92,"DH",-0.000999999999999973
"281",362,"hamiljo03",2009,"281","50","May 31, 2009","TEX","H","OAK","L,4-5","9-9","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.24,".290",".456",".746","9","3.62",0.136,0.4,"PH",0.00599999999999998
"282",382,"hamiljo03",2009,"282","81 (30)","Jul 6, 2009","TEX","@","LAA","L,4-9","CG","4","4","1","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0",0.248,".296",".465",".761","3",".52",0.074,0.39,"CF",0.00800000000000001
"283",391,"hamiljo03",2009,"283","82","Jul 7, 2009","TEX","@","LAA","W,8-5","CG","5","4","1","3","0","0","0","0","1","1","0","0","0","0","0","0","1","0",0.263,".313",".474",".787","3",".42",0.048,0.67,"CF",0.015
"284",402,"hamiljo03",2009,"284","83","Jul 8, 2009","TEX","@","LAA","W,8-1","CG","5","5","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.254,".303",".457",".759","3",".40",-0.05,-1.59,"RF",-0.00900000000000001
"285",413,"hamiljo03",2009,"285","84","Jul 9, 2009","TEX","@","SEA","L,1-3","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.248,".301",".447",".748","3","1.15",-0.024,-0.21,"CF",-0.00600000000000001
"286",422,"hamiljo03",2009,"286","85","Jul 10, 2009","TEX","@","SEA","W,6-4","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.248,".300",".441",".741","3",".65",-0.034,-0.44,"CF",0
"287",432,"hamiljo03",2009,"287","86","Jul 11, 2009","TEX","@","SEA","L,1-4","CG","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.248,".299",".436",".735","3",".84",-0.066,-0.59,"CF",0
"288",442,"hamiljo03",2009,"288","87","Jul 12, 2009","TEX","@","SEA","L,3-5","CG","4","3","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0",0.243,".298",".428",".725","3","1.17",0.021,0.3,"CF",-0.005
"289",452,"hamiljo03",2009,"289","88","Jul 17, 2009","TEX","H","MIN","L,3-5","CG","4","4","1","3","0","0","1","3","0","0","1","0","0","0","0","0","1","0",0.256,".308",".455",".763","3","1.33",0.177,2.18,"CF",0.013
"290",462,"hamiljo03",2009,"290","89","Jul 18, 2009","TEX","H","MIN","L,1-4","CG","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.25,".301",".444",".745","3","1.08",-0.125,-1.17,"CF",-0.00600000000000001
"291",472,"hamiljo03",2009,"291","90","Jul 19, 2009","TEX","H","MIN","W,5-3","CG(12)","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.242,".293",".430",".723","3","1.71",-0.216,-1.34,"DH",-0.00800000000000001
"292",482,"hamiljo03",2009,"292","91","Jul 20, 2009","TEX","H","BOS","W,6-3","CG","4","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.243,".292",".432",".724","3","1.05",0.002,-0.34,"RF",0.001
"293",492,"hamiljo03",2009,"293","92","Jul 21, 2009","TEX","H","BOS","W,4-2","CG","4","4","0","1","0","0","0","1","0","0","2","0","0","0","0","1","0","0",0.243,".291",".428",".719","3",".77",-0.06,-0.18,"CF",0
"294",502,"hamiljo03",2009,"294","93","Jul 22, 2009","TEX","H","BOS","W,3-1","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.237,".285",".418",".703","3","1.09",-0.111,-1.46,"CF",-0.00600000000000001
"295",513,"hamiljo03",2009,"295","94","Jul 24, 2009","TEX","@","KCR","W,2-0","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.232,".279",".409",".688","3","1.06",-0.111,-1.05,"CF",-0.00499999999999998
"296",522,"hamiljo03",2009,"296","95","Jul 25, 2009","TEX","@","KCR","L,3-6","CG","4","3","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0",0.228,".279",".402",".681","3",".62",-0.05,-0.61,"CF",-0.004
"297",532,"hamiljo03",2009,"297","97 (1)","Jul 27, 2009","TEX","H","DET","W,5-2","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.223,".273",".394",".667","7",".46",-0.048,-1.04,"RF",-0.005
"298",542,"hamiljo03",2009,"298","98","Jul 28, 2009","TEX","H","DET","W,7-3","CG","4","4","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.224,".273",".391",".663","7",".88",0.006,0.15,"CF",0.001
"299",552,"hamiljo03",2009,"299","99","Jul 29, 2009","TEX","H","DET","L,5-13","CG","4","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.224,".272",".388",".660","7",".27",0.005,0.12,"RF",0
"300",562,"hamiljo03",2009,"300","100","Jul 30, 2009","TEX","H","SEA","W,7-1","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.225,".272",".385",".657","7",".36",-0.016,-0.42,"CF",0.001
"301",572,"hamiljo03",2009,"301","101","Jul 31, 2009","TEX","H","SEA","W,5-4","CG","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.227,".273",".384",".657","7","1.25",0.022,0.29,"CF",0.002
"302",592,"hamiljo03",2009,"302","102","Aug 1, 2009","TEX","H","SEA","L,2-7","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.222,".268",".377",".645","7",".62",-0.065,-0.95,"RF",-0.005
"303",602,"hamiljo03",2009,"303","103","Aug 2, 2009","TEX","H","SEA","W,4-2","CG","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1",0.22,".269",".373",".642","7","1.06",-0.057,-0.61,"CF",-0.002
"304",613,"hamiljo03",2009,"304","104","Aug 3, 2009","TEX","@","OAK","L,2-3","CG","4","3","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1",0.226,".277",".377",".654","7","1.12",0.085,0.61,"CF",0.00600000000000001
"305",622,"hamiljo03",2009,"305","105","Aug 4, 2009","TEX","@","OAK","L,0-6","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.223,".277",".372",".649","6",".63",0.015,0.02,"RF",-0.003
"306",631,"hamiljo03",2009,"306","106","Aug 5, 2009","TEX","@","OAK","L,5-7","CG","4","3","1","2","1","0","0","1","0","0","1","0","0","1","0","0","0","0",0.229,".280",".381",".661","7","1.23",0.057,0.52,"RF",0.00600000000000001
"307",642,"hamiljo03",2009,"307","107","Aug 6, 2009","TEX","@","OAK","W,6-4","CG","4","3","0","1","0","0","0","0","1","0","2","0","0","0","0","0","1","0",0.231,".284",".380",".664","5",".70",0.032,0.52,"RF",0.002
"308",652,"hamiljo03",2009,"308","108","Aug 7, 2009","TEX","@","LAA","W,11-6","CG","6","5","1","2","0","0","1","3","1","0","0","0","0","0","0","0","1","0",0.235,".289",".394",".683","5",".54",0.22,1.63,"RF",0.00399999999999998
"309",662,"hamiljo03",2009,"309","109","Aug 8, 2009","TEX","@","LAA","L,2-3","CG","4","4","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.239,".292",".400",".692","5","1.32",0.053,0.55,"RF",0.004
"310",672,"hamiljo03",2009,"310","110","Aug 9, 2009","TEX","@","LAA","W,7-0","CG","5","4","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.235,".291",".393",".684","5",".72",-0.054,-1.22,"RF",-0.004
"311",681,"hamiljo03",2009,"311","111","Aug 11, 2009","TEX","@","CLE","L,0-5","CG","4","4","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.239,".294",".395",".689","5",".83",-0.142,-1.44,"RF",0.004
"312",692,"hamiljo03",2009,"312","112","Aug 12, 2009","TEX","@","CLE","W,5-0","CG","4","4","1","3","2","0","0","2","0","0","0","0","0","0","0","0","0","0",0.248,".301",".409",".710","5","1.39",0.265,2.83,"RF",0.00900000000000001
"313",702,"hamiljo03",2009,"313","113","Aug 13, 2009","TEX","@","CLE","W,4-1","CG","4","4","1","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0",0.26,".311",".427",".738","5","1.21",0.283,3.07,"RF",0.012
"314",713,"hamiljo03",2009,"314","114","Aug 14, 2009","TEX","H","BOS","L,4-8","CG","4","3","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.265,".318",".430",".747","5",".71",0.023,0.77,"RF",0.005
"315",722,"hamiljo03",2009,"315","115","Aug 15, 2009","TEX","H","BOS","W,7-2","CG","5","5","0","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0",0.264,".315",".425",".741","5",".74",-0.066,0.28,"DH",-0.001
"316",732,"hamiljo03",2009,"316","116","Aug 16, 2009","TEX","H","BOS","W,4-3","CG","4","4","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0.264,".314",".426",".741","5",".93",0.049,0.31,"RF",0
"317",742,"hamiljo03",2009,"317","117","Aug 17, 2009","TEX","H","MIN","W,8-5","CG","5","4","2","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.267,".319",".427",".747","3",".96",0.127,1.24,"RF",0.003
"318",752,"hamiljo03",2009,"318","118","Aug 18, 2009","TEX","H","MIN","L,6-9","CG","5","4","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1","0",0.267,".321",".429",".749","3","1.14",0.03,0.1,"RF",0
"319",762,"hamiljo03",2009,"319","119","Aug 19, 2009","TEX","H","MIN","L,4-5","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.263,".316",".422",".739","3",".75",-0.077,-0.95,"RF",-0.004
"320",772,"hamiljo03",2009,"320","120","Aug 20, 2009","TEX","H","MIN","W,11-1","CG","5","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.265,".318",".422",".740","3",".30",-0.025,-0.33,"CF",0.002
"321",782,"hamiljo03",2009,"321","121","Aug 21, 2009","TEX","@","TBR","L,3-5","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.262,".314",".416",".729","5",".84",-0.087,-0.86,"CF",-0.003
"322",792,"hamiljo03",2009,"322","122","Aug 22, 2009","TEX","@","TBR","L,4-5","CG(10)","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.261,".313",".413",".726","5","1.06",-0.067,-0.26,"RF CF",-0.001
"323",802,"hamiljo03",2009,"323","123","Aug 23, 2009","TEX","@","TBR","W,4-0","CG","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.261,".312",".411",".723","5",".49",-0.037,0.02,"CF",0
"324",813,"hamiljo03",2009,"324","124","Aug 25, 2009","TEX","@","NYY","W,10-9","CG","6","6","0","4","0","0","0","2","0","0","1","0","0","0","0","0","0","1",0.27,".319",".416",".735","3",".80",0.178,1.63,"RF",0.00900000000000001
"325",822,"hamiljo03",2009,"325","125","Aug 26, 2009","TEX","@","NYY","L,2-9","CG","4","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.276,".324",".421",".745","3",".79",0.057,1.2,"CF",0.00600000000000001
"326",832,"hamiljo03",2009,"326","126","Aug 27, 2009","TEX","@","NYY","W,7-2","CG","4","3","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.273,".323",".417",".740","3",".61",-0.033,-0.57,"CF",-0.003
